Date : 2026-04-21 02:41:45
Directory : d:\Projects\C\cleonos
Total : 569 files,  108044 codes, 13937 comments, 27927 blanks, all 149908 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| d:\Projects\C\cleonos\docs\stage28.md                                                      | Markdown         |         37 |          0 |          7 |         44 |
| d:\Projects\C\cleonos\docs\stage29.md                                                      | Markdown         |         33 |          0 |          7 |         40 |
| d:\Projects\C\cleonos\docs\stage3.md                                                       | Markdown         |         29 |          0 |          5 |         34 |
| d:\Projects\C\cleonos\docs\stage4.md                                                       | Markdown         |         30 |          0 |          5 |         35 |
| d:\Projects\C\cleonos\docs\stage5.md                                                       | Markdown         |         29 |          0 |          5 |         34 |
| d:\Projects\C\cleonos\docs\stage6.md                                                       | Markdown         |         30 |          0 |          6 |         36 |
| d:\Projects\C\cleonos\docs\stage7.md                                                       | Markdown         |         34 |          0 |          6 |         40 |
| d:\Projects\C\cleonos\docs\stage8.md                                                       | Markdown         |         31 |          0 |          6 |         37 |
| d:\Projects\C\cleonos\docs\stage9.md                                                       | Markdown         |         31 |          0 |          6 |         37 |
| d:\Projects\C\cleonos\docs\syscall.md                                                      | Markdown         |        499 |          0 |        206 |        705 |
| d:\Projects\C\cleonos\limine\.github\dependabot.yml                                        | YAML             |          7 |          0 |          1 |          8 |
| d:\Projects\C\cleonos\limine\.github\workflows\binary-release.yml                          | YAML             |         78 |          0 |         21 |         99 |
| d:\Projects\C\cleonos\limine\.github\workflows\check.yml                                   | YAML             |         34 |          0 |         12 |         46 |
| d:\Projects\C\cleonos\limine\.github\workflows\pr_branch_check.yml                         | YAML             |         13 |          0 |          3 |         16 |
| d:\Projects\C\cleonos\limine\.github\workflows\qa.yml                                      | YAML             |         14 |          0 |          5 |         19 |
| d:\Projects\C\cleonos\limine\.github\workflows\release.yml                                 | YAML             |         64 |          0 |         17 |         81 |
| d:\Projects\C\cleonos\limine\3RDPARTY.md                                                   | Markdown         |         53 |          0 |         15 |         68 |
| d:\Projects\C\cleonos\limine\CONFIG.md                                                     | Markdown         |        320 |          0 |         53 |        373 |
| d:\Projects\C\cleonos\limine\FAQ.md                                                        | Markdown         |         26 |          0 |         10 |         36 |
| d:\Projects\C\cleonos\limine\INSTALL.md                                                    | Markdown         |         37 |          0 |         15 |         52 |
| d:\Projects\C\cleonos\limine\README.md                                                     | Markdown         |         70 |          0 |         33 |        103 |
| d:\Projects\C\cleonos\limine\USAGE.md                                                      | Markdown         |         85 |          0 |         23 |        108 |
| d:\Projects\C\cleonos\limine\common\common.mk                                              | Makefile         |        562 |          0 |        115 |        677 |
| d:\Projects\C\cleonos\limine\common\crypt\blake2b.c                                        | C                |        179 |          3 |         39 |        221 |
| d:\Projects\C\cleonos\limine\common\crypt\blake2b.h                                        | C++              |          6 |          0 |          5 |         11 |
| d:\Projects\C\cleonos\limine\common\drivers\disk.h                                         | C++              |         18 |          0 |          9 |         27 |
| d:\Projects\C\cleonos\limine\common\drivers\disk.s2.c                                      | C                |        646 |         33 |        178 |        857 |
| d:\Projects\C\cleonos\limine\common\drivers\edid.c                                         | C                |         61 |          0 |         25 |         86 |
| d:\Projects\C\cleonos\limine\common\drivers\edid.h                                         | C++              |         37 |          0 |          7 |         44 |
| d:\Projects\C\cleonos\limine\common\drivers\gop.c                                          | C                |        306 |          3 |         73 |        382 |
| d:\Projects\C\cleonos\limine\common\drivers\gop.h                                          | C++              |         13 |          0 |          7 |         20 |
| d:\Projects\C\cleonos\limine\common\drivers\serial.c                                       | C                |         37 |          1 |         13 |         51 |
| d:\Projects\C\cleonos\limine\common\drivers\serial.h                                       | C++              |          9 |          0 |          7 |         16 |
| d:\Projects\C\cleonos\limine\common\drivers\vbe.c                                          | C                |        307 |          8 |         53 |        368 |
| d:\Projects\C\cleonos\limine\common\drivers\vbe.h                                          | C++              |         11 |          0 |          5 |         16 |
| d:\Projects\C\cleonos\limine\common\drivers\vga_textmode.c                                 | C                |        294 |          5 |         71 |        370 |
| d:\Projects\C\cleonos\limine\common\drivers\vga_textmode.h                                 | C++              |         24 |          0 |         12 |         36 |
| d:\Projects\C\cleonos\limine\common\entry.s2.c                                             | C                |        106 |          1 |         28 |        135 |
| d:\Projects\C\cleonos\limine\common\entry.s3.c                                             | C                |        202 |          0 |         47 |        249 |
| d:\Projects\C\cleonos\limine\common\fs\fat32.h                                             | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\fs\fat32.s2.c                                          | C                |        577 |         39 |        111 |        727 |
| d:\Projects\C\cleonos\limine\common\fs\file.h                                              | C++              |         39 |          0 |          7 |         46 |
| d:\Projects\C\cleonos\limine\common\fs\file.s2.c                                           | C                |        163 |          0 |         22 |        185 |
| d:\Projects\C\cleonos\limine\common\fs\iso9660.h                                           | C++              |          7 |          0 |          4 |         11 |
| d:\Projects\C\cleonos\limine\common\fs\iso9660.s2.c                                        | C                |        407 |         38 |         94 |        539 |
| d:\Projects\C\cleonos\limine\common\gensyms.sh                                             | Shell Script     |         33 |          2 |         17 |         52 |
| d:\Projects\C\cleonos\limine\common\lib\acpi.c                                             | C                |        344 |         27 |        102 |        473 |
| d:\Projects\C\cleonos\limine\common\lib\acpi.h                                             | C++              |        163 |         24 |         30 |        217 |
| d:\Projects\C\cleonos\limine\common\lib\bli.c                                              | C                |         67 |          4 |         20 |         91 |
| d:\Projects\C\cleonos\limine\common\lib\bli.h                                              | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\lib\config.c                                           | C                |        628 |         11 |        126 |        765 |
| d:\Projects\C\cleonos\limine\common\lib\config.h                                           | C++              |         28 |          0 |          9 |         37 |
| d:\Projects\C\cleonos\limine\common\lib\elf.c                                              | C                |        964 |         27 |        212 |      1,203 |
| d:\Projects\C\cleonos\limine\common\lib\elf.h                                              | C++              |         74 |          0 |         14 |         88 |
| d:\Projects\C\cleonos\limine\common\lib\elsewhere.c                                        | C                |         81 |          7 |         17 |        105 |
| d:\Projects\C\cleonos\limine\common\lib\elsewhere.h                                        | C++              |         16 |          0 |          5 |         21 |
| d:\Projects\C\cleonos\limine\common\lib\fb.c                                               | C                |        153 |          4 |         17 |        174 |
| d:\Projects\C\cleonos\limine\common\lib\fb.h                                               | C++              |         36 |          0 |         12 |         48 |
| d:\Projects\C\cleonos\limine\common\lib\fdt.c                                              | C                |         33 |          0 |         12 |         45 |
| d:\Projects\C\cleonos\limine\common\lib\fdt.h                                              | C++              |         10 |          0 |          6 |         16 |
| d:\Projects\C\cleonos\limine\common\lib\getchar.c                                          | C                |        306 |          1 |         59 |        366 |
| d:\Projects\C\cleonos\limine\common\lib\getchar.h                                          | C++              |         23 |          0 |          6 |         29 |
| d:\Projects\C\cleonos\limine\common\lib\gterm.c                                            | C                |        813 |          9 |        118 |        940 |
| d:\Projects\C\cleonos\limine\common\lib\gterm.h                                            | C++              |         29 |          0 |          6 |         35 |
| d:\Projects\C\cleonos\limine\common\lib\guid.c                                             | C                |         82 |          0 |         14 |         96 |
| d:\Projects\C\cleonos\limine\common\lib\guid.h                                             | C++              |         15 |          1 |          5 |         21 |
| d:\Projects\C\cleonos\limine\common\lib\image.c                                            | C                |         52 |          2 |         18 |         72 |
| d:\Projects\C\cleonos\limine\common\lib\image.h                                            | C++              |         27 |          0 |          6 |         33 |
| d:\Projects\C\cleonos\limine\common\lib\libc.c                                             | C                |        114 |          3 |         15 |        132 |
| d:\Projects\C\cleonos\limine\common\lib\libc.h                                             | C++              |         29 |          0 |          8 |         37 |
| d:\Projects\C\cleonos\limine\common\lib\libc.s2.c                                          | C                |        122 |          2 |         26 |        150 |
| d:\Projects\C\cleonos\limine\common\lib\macros.aarch64_asm.h                               | C++              |         44 |          4 |          5 |         53 |
| d:\Projects\C\cleonos\limine\common\lib\memory.s2.c                                        | C                |         41 |          0 |         13 |         54 |
| d:\Projects\C\cleonos\limine\common\lib\misc.c                                             | C                |        322 |          8 |         90 |        420 |
| d:\Projects\C\cleonos\limine\common\lib\misc.h                                             | C++              |        122 |          0 |         32 |        154 |
| d:\Projects\C\cleonos\limine\common\lib\misc.s2.c                                          | C                |        117 |          0 |         12 |        129 |
| d:\Projects\C\cleonos\limine\common\lib\panic.s2.c                                         | C                |         70 |          8 |         12 |         90 |
| d:\Projects\C\cleonos\limine\common\lib\part.h                                             | C++              |         86 |          2 |         23 |        111 |
| d:\Projects\C\cleonos\limine\common\lib\part.s2.c                                          | C                |        464 |         31 |        121 |        616 |
| d:\Projects\C\cleonos\limine\common\lib\pe.c                                               | C                |        398 |          5 |         98 |        501 |
| d:\Projects\C\cleonos\limine\common\lib\pe.h                                               | C++              |          8 |          0 |          5 |         13 |
| d:\Projects\C\cleonos\limine\common\lib\print.h                                            | C++              |         11 |          0 |          6 |         17 |
| d:\Projects\C\cleonos\limine\common\lib\print.s2.c                                         | C                |        200 |          0 |         36 |        236 |
| d:\Projects\C\cleonos\limine\common\lib\rand.c                                             | C                |        112 |          5 |         25 |        142 |
| d:\Projects\C\cleonos\limine\common\lib\rand.h                                             | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\lib\real.h                                             | C++              |         26 |          0 |          9 |         35 |
| d:\Projects\C\cleonos\limine\common\lib\stb_image.c                                        | C                |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\limine\common\lib\term.c                                             | C                |        266 |          5 |         49 |        320 |
| d:\Projects\C\cleonos\limine\common\lib\term.h                                             | C++              |         47 |          0 |         13 |         60 |
| d:\Projects\C\cleonos\limine\common\lib\time.c                                             | C                |         59 |          2 |         15 |         76 |
| d:\Projects\C\cleonos\limine\common\lib\time.h                                             | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\lib\trace.h                                            | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\lib\trace.s2.c                                         | C                |         79 |          0 |          9 |         88 |
| d:\Projects\C\cleonos\limine\common\lib\uri.c                                              | C                |        224 |          9 |         54 |        287 |
| d:\Projects\C\cleonos\limine\common\lib\uri.h                                              | C++              |          7 |          0 |          4 |         11 |
| d:\Projects\C\cleonos\limine\common\libc-compat\stdlib.h                                   | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\limine\common\libc-compat\string.h                                   | C++              |         19 |          0 |          5 |         24 |
| d:\Projects\C\cleonos\limine\common\menu.c                                                 | C                |      1,378 |         30 |        150 |      1,558 |
| d:\Projects\C\cleonos\limine\common\menu.h                                                 | C++              |         13 |          0 |          8 |         21 |
| d:\Projects\C\cleonos\limine\common\mm\mtrr.c                                              | C                |         91 |         18 |         32 |        141 |
| d:\Projects\C\cleonos\limine\common\mm\mtrr.h                                              | C++              |          7 |          0 |          5 |         12 |
| d:\Projects\C\cleonos\limine\common\mm\pmm.c                                               | C                |         70 |          3 |         16 |         89 |
| d:\Projects\C\cleonos\limine\common\mm\pmm.h                                               | C++              |         63 |          0 |         18 |         81 |
| d:\Projects\C\cleonos\limine\common\mm\pmm.s2.c                                            | C                |        662 |         37 |        192 |        891 |
| d:\Projects\C\cleonos\limine\common\mm\vmm.c                                               | C                |        416 |         30 |        110 |        556 |
| d:\Projects\C\cleonos\limine\common\mm\vmm.h                                               | C++              |        125 |          6 |         45 |        176 |
| d:\Projects\C\cleonos\limine\common\protos\chainload.c                                     | C                |        283 |          7 |         78 |        368 |
| d:\Projects\C\cleonos\limine\common\protos\chainload.h                                     | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\protos\efi_boot_entry.c                                | C                |         94 |          6 |         26 |        126 |
| d:\Projects\C\cleonos\limine\common\protos\efi_boot_entry.h                                | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\protos\limine.c                                        | C                |      1,523 |         80 |        331 |      1,934 |
| d:\Projects\C\cleonos\limine\common\protos\limine.h                                        | C++              |          5 |          0 |          4 |          9 |
| d:\Projects\C\cleonos\limine\common\protos\linux.h                                         | C++              |         59 |          1 |         14 |         74 |
| d:\Projects\C\cleonos\limine\common\protos\linux_risc.c                                    | C                |        412 |         22 |         99 |        533 |
| d:\Projects\C\cleonos\limine\common\protos\linux_x86.c                                     | C                |        527 |         41 |         96 |        664 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot.h                                     | C++              |         13 |          0 |          5 |         18 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot1.c                                    | C                |        394 |         14 |        105 |        513 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot1.h                                    | C++              |         76 |          0 |         25 |        101 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot2.c                                    | C                |        782 |         77 |        182 |      1,041 |
| d:\Projects\C\cleonos\limine\common\protos\multiboot2.h                                    | C++              |        331 |         30 |         58 |        419 |
| d:\Projects\C\cleonos\limine\common\pxe\pxe.h                                              | C++              |         96 |          0 |         16 |        112 |
| d:\Projects\C\cleonos\limine\common\pxe\pxe.s2.c                                           | C                |         53 |          2 |         18 |         73 |
| d:\Projects\C\cleonos\limine\common\pxe\tftp.h                                             | C++              |         36 |          0 |         11 |         47 |
| d:\Projects\C\cleonos\limine\common\pxe\tftp.s2.c                                          | C                |        211 |          5 |         52 |        268 |
| d:\Projects\C\cleonos\limine\common\stb_image.patch                                        | Diff             |         74 |          7 |         10 |         91 |
| d:\Projects\C\cleonos\limine\common\sys\a20.h                                              | C++              |          6 |          0 |          4 |         10 |
| d:\Projects\C\cleonos\limine\common\sys\a20.s2.c                                           | C                |         67 |          5 |         21 |         93 |
| d:\Projects\C\cleonos\limine\common\sys\cpu.h                                              | C++              |        429 |          2 |         82 |        513 |
| d:\Projects\C\cleonos\limine\common\sys\cpu.s2.c                                           | C                |         58 |          6 |         14 |         78 |
| d:\Projects\C\cleonos\limine\common\sys\cpu_riscv.c                                        | C                |        353 |         10 |         65 |        428 |
| d:\Projects\C\cleonos\limine\common\sys\e820.h                                             | C++              |          9 |          0 |          5 |         14 |
| d:\Projects\C\cleonos\limine\common\sys\e820.s2.c                                          | C                |         33 |          0 |         12 |         45 |
| d:\Projects\C\cleonos\limine\common\sys\exceptions.s2.c                                    | C                |         46 |          0 |          5 |         51 |
| d:\Projects\C\cleonos\limine\common\sys\gdt.h                                              | C++              |         23 |          0 |          7 |         30 |
| d:\Projects\C\cleonos\limine\common\sys\gdt.s2.c                                           | C                |         83 |          0 |         13 |         96 |
| d:\Projects\C\cleonos\limine\common\sys\idt.c                                              | C                |         53 |          3 |         16 |         72 |
| d:\Projects\C\cleonos\limine\common\sys\idt.h                                              | C++              |         43 |          0 |         17 |         60 |
| d:\Projects\C\cleonos\limine\common\sys\idt.s2.c                                           | C                |         26 |          0 |         10 |         36 |
| d:\Projects\C\cleonos\limine\common\sys\iommu.c                                            | C                |         94 |         21 |         30 |        145 |
| d:\Projects\C\cleonos\limine\common\sys\iommu.h                                            | C++              |          4 |          0 |          3 |          7 |
| d:\Projects\C\cleonos\limine\common\sys\lapic.c                                            | C                |        420 |         23 |         69 |        512 |
| d:\Projects\C\cleonos\limine\common\sys\lapic.h                                            | C++              |         30 |          0 |          9 |         39 |
| d:\Projects\C\cleonos\limine\common\sys\pic.c                                              | C                |         37 |          1 |         11 |         49 |
| d:\Projects\C\cleonos\limine\common\sys\pic.h                                              | C++              |          8 |          0 |          4 |         12 |
| d:\Projects\C\cleonos\limine\common\sys\sbi.h                                              | C++              |         25 |          0 |          8 |         33 |
| d:\Projects\C\cleonos\limine\common\sys\smp.c                                              | C                |        917 |         54 |        259 |      1,230 |
| d:\Projects\C\cleonos\limine\common\sys\smp.h                                              | C++              |         38 |          0 |         13 |         51 |
| d:\Projects\C\cleonos\limine\decompressor\decompressor.mk                                  | Makefile         |         70 |          0 |         15 |         85 |
| d:\Projects\C\cleonos\limine\decompressor\main.c                                           | C                |         31 |          2 |          5 |         38 |
| d:\Projects\C\cleonos\limine\decompressor\memory.c                                         | C                |         41 |          0 |         13 |         54 |
| d:\Projects\C\cleonos\limine\decompressor\tinf.patch                                       | Diff             |         42 |          3 |         10 |         55 |
| d:\Projects\C\cleonos\limine\host\hgen.sh                                                  | Shell Script     |         10 |          1 |          6 |         17 |
| d:\Projects\C\cleonos\limine\host\host.mk                                                  | Makefile         |         14 |          0 |          6 |         20 |
| d:\Projects\C\cleonos\limine\host\limine.c                                                 | C                |      1,192 |         32 |        225 |      1,449 |
| d:\Projects\C\cleonos\limine\test.mk                                                       | Makefile         |        263 |          0 |         16 |        279 |
| d:\Projects\C\cleonos\limine\test\e9print.c                                                | C                |         81 |          0 |         18 |         99 |
| d:\Projects\C\cleonos\limine\test\e9print.h                                                | C++              |          7 |          0 |          3 |         10 |
| d:\Projects\C\cleonos\limine\test\limine.c                                                 | C                |        624 |          0 |         82 |        706 |
| d:\Projects\C\cleonos\limine\test\limine.conf                                              | Properties       |         40 |          1 |         19 |         60 |
| d:\Projects\C\cleonos\limine\test\memory.c                                                 | C                |         40 |          0 |         13 |         53 |
| d:\Projects\C\cleonos\limine\test\multiboot.c                                              | C                |         57 |         12 |         24 |         93 |
| d:\Projects\C\cleonos\limine\test\multiboot2.c                                             | C                |        141 |          5 |         36 |        182 |
| d:\Projects\C\cleonos\limine\test\test.mk                                                  | Makefile         |        143 |          0 |         21 |        164 |
| d:\Projects\C\cleonos\limine\version.sh                                                    | Shell Script     |         19 |          1 |         10 |         30 |
| d:\Projects\C\cleonos\ramdisk\dev\random                                                   | C++              |          0 |          0 |          1 |          1 |
| d:\Projects\C\cleonos\ramdisk\shell\init.cmd                                               | Batch            |          4 |          0 |          2 |          6 |
| d:\Projects\C\cleonos\scripts\gen-tty-psf.ps1                                              | PowerShell       |        171 |          2 |         42 |        215 |
| d:\Projects\C\cleonos\scripts\menuconfig.py                                                | Python           |      1,608 |         24 |        304 |      1,936 |
| d:\Projects\C\cleonos\wine\README.md                                                       | Markdown         |         53 |          0 |         19 |         72 |
| d:\Projects\C\cleonos\wine\cleonos_wine.py                                                 | Python           |          3 |          1 |          3 |          7 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\__init__.py                                    | Python           |          4 |          0 |          1 |          5 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\cli.py                                         | Python           |         44 |          0 |         10 |         54 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\constants.py                                   | Python           |        112 |          4 |         14 |        130 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\input_pump.py                                  | Python           |         82 |          0 |         17 |         99 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\platform.py                                    | Python           |         55 |          0 |          5 |         60 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\runner.py                                      | Python           |      1,459 |          0 |        266 |      1,725 |
| d:\Projects\C\cleonos\wine\cleonos_wine_lib\state.py                                       | Python           |        282 |          2 |         71 |        355 |
| d:\Projects\C\cleonos\wine\requirements.txt                                                | pip requirements |          1 |          0 |          1 |          2 |
| Total                                                                                      |                  |    108,044 |     13,937 |     27,927 |    149,908 |
+--------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
